Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
430.718,TraderOne,Tick,2360,2389,-29,29,149800,149600,23025,-190225,-196025,OK
430.718,TraderTwo,Tick,0,10,-10,0,149800,149600,294,1468706,-29294,OK
430.718,TraderThree,Tick,130,107,23,107,149800,149600,6968,-19075568,377032,BREACH
431.031,TraderOne,Tick,2360,2389,-29,29,149800,149600,23025,-190225,-196025,OK
431.031,TraderTwo,Tick,0,10,-10,0,149800,149600,294,1468706,-29294,OK
431.031,TraderThree,Tick,130,107,23,107,149800,149600,6968,-19075568,377032,BREACH
431.25,TraderOne,Tick,2360,2389,-29,29,149800,149600,23025,-190225,-196025,OK
431.25,TraderTwo,Tick,0,10,-10,0,149800,149600,294,1468706,-29294,OK
431.25,TraderThree,Tick,130,107,23,107,149800,149600,6968,-19075568,377032,BREACH
431.515,TraderOne,Tick,2360,2389,-29,29,149800,149600,23025,-190225,-196025,OK
431.515,TraderTwo,Tick,0,10,-10,0,149800,149600,294,1468706,-29294,OK
431.515,TraderThree,Tick,130,107,23,107,149800,149600,6968,-19075568,377032,BREACH
431.75,TraderOne,Tick,2360,2389,-29,29,149800,149700,23025,-190225,-193125,OK
431.75,TraderTwo,Tick,0,10,-10,0,149800,149700,294,1468706,-29294,OK
431.75,TraderThree,Tick,130,107,23,107,149800,149700,6968,-19075568,387732,BREACH
431.968,TraderOne,Tick,2360,2389,-29,29,149800,149700,23025,-190225,-193125,OK
431.968,TraderTwo,Tick,0,10,-10,0,149800,149700,294,1468706,-29294,OK
431.968,TraderThree,Tick,130,107,23,107,149800,149700,6968,-19075568,387732,BREACH
432.296,TraderOne,Tick,2363,2389,-26,26,149900,149700,22980,-191080,-196280,OK
432.296,TraderTwo,Tick,0,10,-10,0,149900,149700,294,1468706,-30294,OK
432.296,TraderThree,Tick,130,107,23,107,149900,149700,6968,-19075568,390032,BREACH
432.562,TraderOne,Tick,2363,2389,-26,26,149900,149700,22980,-191080,-196280,OK
432.562,TraderTwo,Tick,0,10,-10,0,149900,149700,294,1468706,-30294,OK
432.562,TraderThree,Tick,130,107,23,107,149900,149700,6968,-19075568,390032,BREACH
432.718,TraderOne,Tick,2363,2399,-36,36,149800,149700,23280,-187380,-190980,OK
432.718,TraderTwo,Tick,0,10,-10,0,149800,149700,294,1468706,-29294,OK
432.718,TraderThree,Tick,130,107,23,107,149800,149700,6968,-19075568,387732,BREACH
433.015,TraderOne,Tick,2363,2409,-46,46,149800,149500,23580,-183680,-192880,OK
433.015,TraderTwo,Tick,0,10,-10,0,149800,149500,294,1468706,-28294,OK
433.015,TraderThree,Tick,130,107,23,107,149800,149500,6968,-19075568,364032,BREACH
433.25,TraderOne,Tick,2363,2409,-46,46,149800,149500,23580,-183680,-192880,OK
433.25,TraderTwo,Tick,0,10,-10,0,149800,149500,294,1468706,-28294,OK
433.25,TraderThree,Tick,130,107,23,107,149800,149500,6968,-19075568,364032,BREACH
433.5,TraderOne,Tick,2363,2409,-46,46,149800,149500,23580,-183680,-192880,OK
433.5,TraderTwo,Tick,0,10,-10,0,149800,149500,294,1468706,-28294,OK
433.5,TraderThree,Tick,130,107,23,107,149800,149500,6968,-19075568,364032,BREACH
433.734,TraderOne,Tick,2363,2409,-46,46,149800,149500,23580,-183680,-192880,OK
433.734,TraderTwo,Tick,0,10,-10,0,149800,149500,294,1468706,-28294,OK
433.734,TraderThree,Tick,130,107,23,107,149800,149500,6968,-19075568,364032,BREACH
434.046,TraderOne,Tick,2373,2409,-36,36,149800,149300,23430,-190530,-197730,OK
434.046,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
434.046,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
434.265,TraderOne,Tick,2373,2409,-36,36,149600,149300,23430,-190530,-197730,OK
434.265,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
434.265,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
434.531,TraderOne,Tick,2373,2419,-46,46,149600,149000,23729,-186829,-196029,OK
434.531,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
434.531,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
434.765,TraderOne,Tick,2373,2419,-46,46,149600,149000,23729,-186829,-196029,OK
434.765,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
434.765,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
435.031,TraderOne,Tick,2373,2419,-46,46,149600,149000,23729,-186829,-196029,OK
435.031,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
435.031,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
435.343,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
435.343,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
435.343,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
435.484,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
435.484,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
435.484,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
435.781,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
435.781,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
435.781,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
435.984,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
435.984,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
435.984,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
436.265,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
436.265,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
436.265,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
436.515,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
436.515,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
436.515,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
436.734,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
436.734,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
436.734,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
437.0,TraderOne,Tick,2373,2419,-46,46,149600,149300,23729,-186829,-196029,OK
437.0,TraderTwo,Tick,0,10,-10,0,149600,149300,294,1468706,-26294,OK
437.0,TraderThree,Tick,130,107,23,107,149600,149300,6968,-19075568,338032,BREACH
437.203,TraderOne,Tick,2383,2419,-36,36,149800,149300,23579,-193679,-200879,OK
437.203,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
437.203,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
437.5,TraderOne,Tick,2383,2419,-36,36,149800,149300,23579,-193679,-200879,OK
437.5,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
437.5,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
437.734,TraderOne,Tick,2383,2419,-36,36,149800,149300,23579,-193679,-200879,OK
437.734,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
437.734,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
438.046,TraderOne,Tick,2383,2419,-36,36,149800,149300,23579,-193679,-200879,OK
438.046,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
438.046,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
438.25,TraderOne,Tick,2383,2419,-36,36,149800,149300,23579,-193679,-200879,OK
438.25,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
438.25,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
438.531,TraderOne,Tick,2393,2419,-26,26,149400,149300,23429,-197529,-200129,OK
438.531,TraderTwo,Tick,0,10,-10,0,149400,149300,294,1468706,-25294,OK
438.531,TraderThree,Tick,130,107,23,107,149400,149300,6968,-19075568,335732,BREACH
438.75,TraderOne,Tick,2393,2419,-26,26,149400,149300,23429,-197529,-200129,OK
438.75,TraderTwo,Tick,0,10,-10,0,149400,149300,294,1468706,-25294,OK
438.75,TraderThree,Tick,130,107,23,107,149400,149300,6968,-19075568,335732,BREACH
438.953,TraderOne,Tick,2393,2419,-26,26,149400,149300,23429,-197529,-200129,OK
438.953,TraderTwo,Tick,0,10,-10,0,149400,149300,294,1468706,-25294,OK
438.953,TraderThree,Tick,130,107,23,107,149400,149300,6968,-19075568,335732,BREACH
439.265,TraderOne,Tick,2393,2419,-26,26,149400,149500,23429,-197529,-194929,OK
439.265,TraderTwo,Tick,0,10,-10,0,149400,149500,294,1468706,-25294,OK
439.265,TraderThree,Tick,130,107,23,107,149400,149500,6968,-19075568,357132,BREACH
439.546,TraderOne,Tick,2403,2419,-16,16,149700,149500,23728,-200828,-204028,OK
439.546,TraderTwo,Tick,0,10,-10,0,149700,149500,294,1468706,-28294,OK
439.546,TraderThree,Tick,130,107,23,107,149700,149500,6968,-19075568,364032,BREACH
439.796,TraderOne,Tick,2403,2419,-16,16,149700,149500,23728,-200828,-204028,OK
439.796,TraderTwo,Tick,0,10,-10,0,149700,149500,294,1468706,-28294,OK
439.796,TraderThree,Tick,130,107,23,107,149700,149500,6968,-19075568,364032,BREACH
440.109,TraderOne,Tick,2403,2419,-16,16,149700,149300,23728,-200828,-204028,OK
440.109,TraderTwo,Tick,0,10,-10,0,149700,149300,294,1468706,-26294,OK
440.109,TraderThree,Tick,130,107,23,107,149700,149300,6968,-19075568,338032,BREACH
440.312,TraderOne,Tick,2403,2419,-16,16,149700,149300,23728,-200828,-204028,OK
440.312,TraderTwo,Tick,0,10,-10,0,149700,149300,294,1468706,-26294,OK
440.312,TraderThree,Tick,130,107,23,107,149700,149300,6968,-19075568,338032,BREACH
440.468,TraderOne,Tick,2403,2419,-16,16,149700,149300,23728,-200828,-204028,OK
440.468,TraderTwo,Tick,0,10,-10,0,149700,149300,294,1468706,-26294,OK
440.468,TraderThree,Tick,130,107,23,107,149700,149300,6968,-19075568,338032,BREACH
440.828,TraderOne,Tick,2403,2419,-16,16,149700,149700,23728,-200828,-200828,OK
440.828,TraderTwo,Tick,0,10,-10,0,149700,149700,294,1468706,-28294,OK
440.828,TraderThree,Tick,130,107,23,107,149700,149700,6968,-19075568,385432,BREACH
440.984,TraderOne,Tick,2413,2419,-6,6,149700,149700,24027,-203127,-203127,OK
440.984,TraderTwo,Tick,0,10,-10,0,149700,149700,294,1468706,-28294,OK
440.984,TraderThree,Tick,130,107,23,107,149700,149700,6968,-19075568,385432,BREACH
441.265,TraderOne,Tick,2423,2419,4,-4,149700,149700,24326,-204426,-204426,OK
441.265,TraderTwo,Tick,0,10,-10,0,149700,149700,294,1468706,-28294,OK
441.265,TraderThree,Tick,130,107,23,107,149700,149700,6968,-19075568,385432,BREACH
441.484,TraderOne,Tick,2423,2419,4,-4,149700,149700,24326,-204426,-204426,OK
441.484,TraderTwo,Tick,0,10,-10,0,149700,149700,294,1468706,-28294,OK
441.484,TraderThree,Tick,130,107,23,107,149700,149700,6968,-19075568,385432,BREACH
441.796,TraderOne,Tick,2423,2419,4,-4,149700,149700,24326,-204426,-204426,OK
441.796,TraderTwo,Tick,0,10,-10,0,149700,149700,294,1468706,-28294,OK
441.796,TraderThree,Tick,130,107,23,107,149700,149700,6968,-19075568,385432,BREACH
441.984,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
441.984,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
441.984,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
442.234,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
442.234,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
442.234,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
442.546,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
442.546,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
442.546,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
442.703,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
442.703,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
442.703,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
443.015,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
443.015,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
443.015,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
443.296,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
443.296,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
443.296,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
443.5,TraderOne,Tick,2423,2429,-6,6,149400,149700,24625,-204725,-203525,OK
443.5,TraderTwo,Tick,0,10,-10,0,149400,149700,294,1468706,-26294,OK
443.5,TraderThree,Tick,130,107,23,107,149400,149700,6968,-19075568,380832,BREACH
443.796,TraderOne,Tick,2423,2439,-16,16,149300,149700,24924,-204024,-200824,OK
443.796,TraderTwo,Tick,0,10,-10,0,149300,149700,294,1468706,-26294,OK
443.796,TraderThree,Tick,130,107,23,107,149300,149700,6968,-19075568,380832,BREACH
443.968,TraderOne,Tick,2423,2439,-16,16,149300,149700,24924,-204024,-200824,OK
443.968,TraderTwo,Tick,0,10,-10,0,149300,149700,294,1468706,-26294,OK
443.968,TraderThree,Tick,130,107,23,107,149300,149700,6968,-19075568,380832,BREACH
444.265,TraderOne,Tick,2423,2439,-16,16,149300,149700,24924,-204024,-200824,OK
444.265,TraderTwo,Tick,0,10,-10,0,149300,149700,294,1468706,-26294,OK
444.265,TraderThree,Tick,130,107,23,107,149300,149700,6968,-19075568,380832,BREACH
444.5,TraderOne,Tick,2423,2439,-16,16,149300,149200,24924,-204024,-205624,OK
444.5,TraderTwo,Tick,0,10,-10,0,149300,149200,294,1468706,-24294,OK
444.5,TraderThree,Tick,130,107,23,107,149300,149200,6968,-19075568,322732,BREACH
444.781,TraderOne,Tick,2423,2439,-16,16,149300,149200,24924,-204024,-205624,OK
444.781,TraderTwo,Tick,0,10,-10,0,149300,149200,294,1468706,-24294,OK
444.781,TraderThree,Tick,130,107,23,107,149300,149200,6968,-19075568,322732,BREACH
444.968,TraderOne,Tick,2423,2439,-16,16,149300,149200,24924,-204024,-205624,OK
444.968,TraderTwo,Tick,0,10,-10,0,149300,149200,294,1468706,-24294,OK
444.968,TraderThree,Tick,130,107,23,107,149300,149200,6968,-19075568,322732,BREACH
445.265,TraderOne,Tick,2423,2439,-16,16,149300,149300,24924,-204024,-204024,OK
445.265,TraderTwo,Tick,0,10,-10,0,149300,149300,294,1468706,-24294,OK
445.265,TraderThree,Tick,130,107,23,107,149300,149300,6968,-19075568,333432,BREACH
445.531,TraderOne,Tick,2423,2439,-16,16,149300,149300,24924,-204024,-204024,OK
445.531,TraderTwo,Tick,0,10,-10,0,149300,149300,294,1468706,-24294,OK
445.531,TraderThree,Tick,130,107,23,107,149300,149300,6968,-19075568,333432,BREACH
445.781,TraderOne,Tick,2423,2439,-16,16,149300,149300,24924,-204024,-204024,OK
445.781,TraderTwo,Tick,0,10,-10,0,149300,149300,294,1468706,-24294,OK
445.781,TraderThree,Tick,130,107,23,107,149300,149300,6968,-19075568,333432,BREACH
446.015,TraderOne,Tick,2423,2439,-16,16,149300,149300,24924,-204024,-204024,OK
446.015,TraderTwo,Tick,0,10,-10,0,149300,149300,294,1468706,-24294,OK
446.015,TraderThree,Tick,130,107,23,107,149300,149300,6968,-19075568,333432,BREACH
446.296,TraderOne,Tick,2423,2439,-16,16,149300,149300,24924,-204024,-204024,OK
446.296,TraderTwo,Tick,0,10,-10,0,149300,149300,294,1468706,-24294,OK
446.296,TraderThree,Tick,130,107,23,107,149300,149300,6968,-19075568,333432,BREACH
446.531,TraderOne,Tick,2423,2439,-16,16,149300,148900,24924,-204024,-207224,OK
446.531,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
446.531,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
446.812,TraderOne,Tick,2423,2449,-26,26,149300,148900,25223,-200323,-205523,OK
446.812,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
446.812,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
446.968,TraderOne,Tick,2423,2449,-26,26,149300,148900,25223,-200323,-205523,OK
446.968,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
446.968,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
447.296,TraderOne,Tick,2423,2449,-26,26,149300,148900,25223,-200323,-205523,OK
447.296,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
447.296,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
447.5,TraderOne,Tick,2423,2449,-26,26,149300,148900,25223,-200323,-205523,OK
447.5,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
447.5,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
447.796,TraderOne,Tick,2423,2459,-36,36,149300,148900,25522,-197622,-204822,OK
447.796,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
447.796,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
448.0,TraderOne,Tick,2423,2469,-46,46,149300,148900,25821,-193921,-203121,OK
448.0,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
448.0,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
448.203,TraderOne,Tick,2423,2469,-46,46,149300,148900,25821,-193921,-203121,OK
448.203,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
448.203,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
448.562,TraderOne,Tick,2423,2469,-46,46,149300,148900,25821,-193921,-203121,OK
448.562,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
448.562,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
448.765,TraderOne,Tick,2423,2469,-46,46,149300,148900,25821,-193921,-203121,OK
448.765,TraderTwo,Tick,0,10,-10,0,149300,148900,294,1468706,-22294,OK
448.765,TraderThree,Tick,130,107,23,107,149300,148900,6968,-19075568,286032,BREACH
449.046,TraderOne,Tick,2423,2469,-46,46,149300,149000,25821,-193921,-203121,OK
449.046,TraderTwo,Tick,0,10,-10,0,149300,149000,294,1468706,-23294,OK
449.046,TraderThree,Tick,130,107,23,107,149300,149000,6968,-19075568,299032,BREACH
449.25,TraderOne,Tick,2423,2469,-46,46,149300,149000,25821,-193921,-203121,OK
449.25,TraderTwo,Tick,0,10,-10,0,149300,149000,294,1468706,-23294,OK
449.25,TraderThree,Tick,130,107,23,107,149300,149000,6968,-19075568,299032,BREACH
449.5,TraderOne,Tick,2423,2469,-46,46,149300,149000,25821,-193921,-203121,OK
449.5,TraderTwo,Tick,0,10,-10,0,149300,149000,294,1468706,-23294,OK
449.5,TraderThree,Tick,130,107,23,107,149300,149000,6968,-19075568,299032,BREACH
449.765,TraderOne,Tick,2433,2469,-36,36,149600,149000,26120,-200220,-207420,OK
449.765,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
449.765,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
450.046,TraderOne,Tick,2433,2469,-36,36,149600,149000,26120,-200220,-207420,OK
450.046,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
450.046,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
450.281,TraderOne,Tick,2433,2469,-36,36,149600,149000,26120,-200220,-207420,OK
450.281,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
450.281,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
450.5,TraderOne,Tick,2437,2469,-32,32,149500,149000,26060,-201760,-208160,OK
450.5,TraderTwo,Tick,0,10,-10,0,149500,149000,294,1468706,-23294,OK
450.5,TraderThree,Tick,130,107,23,107,149500,149000,6968,-19075568,299032,BREACH
450.703,TraderOne,Tick,2437,2469,-32,32,149500,149000,26060,-201760,-208160,OK
450.703,TraderTwo,Tick,0,10,-10,0,149500,149000,294,1468706,-23294,OK
450.703,TraderThree,Tick,130,107,23,107,149500,149000,6968,-19075568,299032,BREACH
450.953,TraderOne,Tick,2437,2479,-42,42,149600,149000,26359,-198059,-206459,OK
450.953,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
450.953,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
451.234,TraderOne,Tick,2437,2479,-42,42,149600,149000,26359,-198059,-206459,OK
451.234,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
451.234,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
451.5,TraderOne,Tick,2437,2479,-42,42,149600,149000,26359,-198059,-206459,OK
451.5,TraderTwo,Tick,0,10,-10,0,149600,149000,294,1468706,-23294,OK
451.5,TraderThree,Tick,130,107,23,107,149600,149000,6968,-19075568,299032,BREACH
451.859,TraderOne,Tick,2447,2479,-32,32,149100,149200,26209,-202909,-199709,OK
451.859,TraderTwo,Tick,0,10,-10,0,149100,149200,294,1468706,-22294,OK
451.859,TraderThree,Tick,130,107,23,107,149100,149200,6968,-19075568,318132,BREACH
452.0,TraderOne,Tick,2457,2479,-22,22,149700,149200,26508,-207208,-211608,OK
452.0,TraderTwo,Tick,0,10,-10,0,149700,149200,294,1468706,-25294,OK
452.0,TraderThree,Tick,130,107,23,107,149700,149200,6968,-19075568,325032,BREACH
452.25,TraderOne,Tick,2457,2479,-22,22,149700,149200,26508,-207208,-211608,OK
452.25,TraderTwo,Tick,0,10,-10,0,149700,149200,294,1468706,-25294,OK
452.25,TraderThree,Tick,130,107,23,107,149700,149200,6968,-19075568,325032,BREACH
452.515,TraderOne,Tick,2457,2479,-22,22,149700,149200,26508,-207208,-211608,OK
452.515,TraderTwo,Tick,0,10,-10,0,149700,149200,294,1468706,-25294,OK
452.515,TraderThree,Tick,130,107,23,107,149700,149200,6968,-19075568,325032,BREACH
452.765,TraderOne,Tick,2457,2479,-22,22,149700,149300,26508,-207208,-211608,OK
452.765,TraderTwo,Tick,0,10,-10,0,149700,149300,294,1468706,-26294,OK
452.765,TraderThree,Tick,130,107,23,107,149700,149300,6968,-19075568,338032,BREACH
453.031,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
453.031,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
453.031,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
453.265,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
453.265,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
453.265,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
453.484,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
453.484,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
453.484,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
453.796,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
453.796,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
453.796,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
454.031,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
454.031,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
454.031,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
454.218,TraderOne,Tick,2457,2489,-32,32,149800,149300,26358,-205058,-211458,OK
454.218,TraderTwo,Tick,0,10,-10,0,149800,149300,294,1468706,-26294,OK
454.218,TraderThree,Tick,130,107,23,107,149800,149300,6968,-19075568,338032,BREACH
454.515,TraderOne,Tick,2467,2489,-22,22,149100,149200,26208,-208908,-206708,OK
454.515,TraderTwo,Tick,0,10,-10,0,149100,149200,294,1468706,-22294,OK
454.515,TraderThree,Tick,130,107,23,107,149100,149200,6968,-19075568,318132,BREACH
454.75,TraderOne,Tick,2467,2489,-22,22,149100,149000,26208,-208908,-211108,OK
454.75,TraderTwo,Tick,0,10,-10,0,149100,149000,294,1468706,-22294,OK
454.75,TraderThree,Tick,130,107,23,107,149100,149000,6968,-19075568,296732,BREACH
454.968,TraderOne,Tick,2467,2489,-22,22,149100,149000,26208,-208908,-211108,OK
454.968,TraderTwo,Tick,0,10,-10,0,149100,149000,294,1468706,-22294,OK
454.968,TraderThree,Tick,130,107,23,107,149100,149000,6968,-19075568,296732,BREACH
455.265,TraderOne,Tick,2467,2489,-22,22,149100,149000,26208,-208908,-211108,OK
455.265,TraderTwo,Tick,0,10,-10,0,149100,149000,294,1468706,-22294,OK
455.265,TraderThree,Tick,130,107,23,107,149100,149000,6968,-19075568,296732,BREACH
455.531,TraderOne,Tick,2467,2489,-22,22,149100,149100,26208,-208908,-208908,OK
455.531,TraderTwo,Tick,0,10,-10,0,149100,149100,294,1468706,-22294,OK
455.531,TraderThree,Tick,130,107,23,107,149100,149100,6968,-19075568,307432,BREACH
455.796,TraderOne,Tick,2467,2489,-22,22,149100,149100,26208,-208908,-208908,OK
455.796,TraderTwo,Tick,0,10,-10,0,149100,149100,294,1468706,-22294,OK
455.796,TraderThree,Tick,130,107,23,107,149100,149100,6968,-19075568,307432,BREACH
456.0,TraderOne,Tick,2467,2489,-22,22,149100,149100,26208,-208908,-208908,OK
456.0,TraderTwo,Tick,0,10,-10,0,149100,149100,294,1468706,-22294,OK
456.0,TraderThree,Tick,130,107,23,107,149100,149100,6968,-19075568,307432,BREACH
456.265,TraderOne,Tick,2467,2489,-22,22,149100,149100,26208,-208908,-208908,OK
456.265,TraderTwo,Tick,0,10,-10,0,149100,149100,294,1468706,-22294,OK
456.265,TraderThree,Tick,130,107,23,107,149100,149100,6968,-19075568,307432,BREACH
456.546,TraderOne,Tick,2467,2489,-22,22,149100,149100,26208,-208908,-208908,OK
456.546,TraderTwo,Tick,0,10,-10,0,149100,149100,294,1468706,-22294,OK
456.546,TraderThree,Tick,130,107,23,107,149100,149100,6968,-19075568,307432,BREACH
456.812,TraderOne,Tick,2467,2489,-22,22,149100,149200,26208,-208908,-206708,OK
456.812,TraderTwo,Tick,0,10,-10,0,149100,149200,294,1468706,-22294,OK
456.812,TraderThree,Tick,130,107,23,107,149100,149200,6968,-19075568,318132,BREACH
457.0,TraderOne,Tick,2467,2489,-22,22,149100,149200,26208,-208908,-206708,OK
